task,shift_type,holdout,repeat,policy_geometry,epsilon_geometry,policy_constructed_geometry,calibration_coverage_geometry,calibration_ucb95_geometry,ood_coverage_geometry,ood_retained_mae_geometry,risk_violation_geometry,risk_breach_geometry,coverage_failure_geometry,operational_failure_geometry,baseline_policy,seed,policy_composition,epsilon_composition,primary_tolerance,policy_constructed_composition,calibration_coverage_composition,calibration_ucb95_composition,ood_coverage_composition,ood_retained_mae_composition,risk_violation_composition,risk_breach_composition,coverage_failure_composition,operational_failure_composition,ood_spearman,ood_aurc,ood_excess_aurc,shift_median_distance,shift_p90_distance,fraction_beyond_train_p99,element_novelty_fraction,delta_policy_constructed,delta_ood_coverage,delta_ood_retained_mae,delta_risk_violation,delta_operational_failure
log_kvrh,cluster,C2,3,geometry_descriptor_distance,0.15,True,1.0,0.0956049355759598,1.0,0.187379254309443,0.037379254309443,True,False,True,descriptor_distance,20260727,descriptor_distance,0.15,True,True,1.0,0.1123591789551008,1.0,0.2439397651420683,0.0939397651420683,True,False,True,0.1293436226898655,0.2362222184504301,0.1297020044589227,7.272235754387646,8.79595194237732,0.2146476278212805,0.0,0.0,0.0,-0.05656051083262531,-0.056560510832625296,0.0
log_kvrh,cluster,C2,3,geometry_rf_distance_hybrid,0.15,True,1.0,0.0951043384124465,0.968678028558268,0.1864548066077967,0.0364548066077967,True,False,True,rf_distance_hybrid,20260727,rf_distance_hybrid,0.15,True,True,1.0,0.1119674758840807,0.973284200829111,0.2409382402084112,0.0909382402084112,True,False,True,0.0110597451987504,0.2368165736706883,0.1302963596791809,7.272235754387646,8.79595194237732,0.2146476278212805,0.0,0.0,-0.004606172270843034,-0.0544834336006145,-0.05448343360061449,0.0
log_kvrh,cluster,C2,3,geometry_rf_ensemble_std,0.15,True,1.0,0.0951628864804352,1.0,0.187379254309443,0.037379254309443,True,False,True,rf_ensemble_std,20260727,rf_ensemble_std,0.15,True,True,1.0,0.111724488751245,0.9958544449562412,0.2434930744593234,0.0934930744593234,True,False,True,0.0070322231211494,0.2357041882248203,0.1291839742333129,7.272235754387646,8.79595194237732,0.2146476278212805,0.0,0.0,0.004145555043758797,-0.056113820149880395,-0.056113820149880395,0.0
log_kvrh,cluster,C2,4,geometry_descriptor_distance,0.15,True,1.0,0.0953302074264352,0.9917088899124828,0.18312882869425,0.03312882869425,True,False,True,descriptor_distance,20260728,descriptor_distance,0.15,True,True,1.0,0.1118094676734441,0.9898664210041456,0.2429186559958965,0.0929186559958964,True,False,True,0.0974528937634158,0.2404518670675873,0.1310863228293649,7.184284360046072,8.73909804719808,0.1989866421004145,0.0,0.0,0.0018424689083372803,-0.059789827301646475,-0.0597898273016464,0.0
log_kvrh,cluster,C2,4,geometry_rf_distance_hybrid,0.15,True,1.0,0.0948307772911584,0.9760479041916168,0.1823542961256462,0.0323542961256461,True,False,True,rf_distance_hybrid,20260728,rf_distance_hybrid,0.15,True,True,1.0,0.1119265727015209,0.9995393827729157,0.2434332442176848,0.0934332442176848,True,False,True,-0.0088096091150578,0.2382491937436608,0.1288836495054384,7.184284360046072,8.73909804719808,0.1989866421004145,0.0,0.0,-0.023491478581298852,-0.06107894809203862,-0.0610789480920387,0.0
log_kvrh,cluster,C2,4,geometry_rf_ensemble_std,0.15,True,1.0,0.0955433715566274,1.0,0.18273787712547,0.03273787712547,True,False,True,rf_ensemble_std,20260728,rf_ensemble_std,0.15,True,True,1.0,0.1119220597281622,0.9995393827729157,0.2434886941706105,0.0934886941706105,True,False,True,-0.0053211303051591,0.2373904023543527,0.1280248581161303,7.184284360046072,8.73909804719808,0.1989866421004145,0.0,0.0,0.0004606172270843478,-0.060750817045140515,-0.060750817045140494,0.0
log_kvrh,cluster,C3,0,geometry_descriptor_distance,0.15,True,1.0,0.1026603269698677,0.99625,0.123558336581218,-0.0264416634187819,False,False,False,descriptor_distance,20260724,descriptor_distance,0.15,True,True,1.0,0.1187463078230401,0.99625,0.2051188686453085,0.0551188686453085,True,False,True,0.1897204378028787,0.1668285331605478,0.099803222063338,9.581189467106862,20.85608964335676,0.63375,0.0,0.0,0.0,-0.08156053206409052,-0.0815605320640904,-1.0
log_kvrh,cluster,C3,0,geometry_rf_distance_hybrid,0.15,True,1.0,0.1026591421567866,0.98625,0.1212940509351294,-0.0287059490648705,False,False,False,rf_distance_hybrid,20260724,rf_distance_hybrid,0.15,True,True,1.0,0.1182807510292902,0.98,0.2030288209743543,0.0530288209743543,True,False,True,0.3708331239115787,0.1325854189270036,0.0655601078297938,9.581189467106862,20.85608964335676,0.63375,0.0,0.0,0.006249999999999978,-0.08173477003922489,-0.0817347700392248,-1.0
log_kvrh,cluster,C3,0,geometry_rf_ensemble_std,0.15,True,1.0,0.1025329040631447,1.0,0.1235645676907756,-0.0264354323092243,False,False,False,rf_ensemble_std,20260724,rf_ensemble_std,0.15,True,True,1.0,0.1191296449350182,1.0,0.2049924545662944,0.0549924545662944,True,False,True,0.3507182812475822,0.1359262968473736,0.0689009857501638,9.581189467106862,20.85608964335676,0.63375,0.0,0.0,0.0,-0.08142788687551879,-0.0814278868755187,-1.0
log_kvrh,cluster,C3,1,geometry_descriptor_distance,0.15,True,1.0,0.1002495715048071,0.9,0.1190014998796565,-0.0309985001203434,False,False,False,descriptor_distance,20260725,descriptor_distance,0.15,True,True,1.0,0.1192303313562639,0.90875,0.2076188520362201,0.0576188520362201,True,False,True,0.2371129051616997,0.1818529700248516,0.1061783128579198,9.816505591625504,23.67945149479618,0.67875,0.0,0.0,-0.008749999999999925,-0.0886173521565636,-0.0886173521565635,-1.0
