task,holdout_family,repeat,policy,coverage,ood_risk
expt_gap,chalcogenide,8,descriptor_distance,0.5003523608174771,0.8488761436471626
expt_gap,chalcogenide,8,descriptor_distance,0.6004228329809725,0.854877313726861
expt_gap,chalcogenide,8,descriptor_distance,0.700493305144468,0.8464333301291332
expt_gap,chalcogenide,8,descriptor_distance,0.8005637773079634,0.8275543871251021
expt_gap,chalcogenide,8,descriptor_distance,0.9006342494714588,0.827923256089106
expt_gap,chalcogenide,8,descriptor_distance,1.0,0.8193080968646642
expt_gap,chalcogenide,8,equal_rank_hybrid,0.10007047216349542,0.659481326290703
expt_gap,chalcogenide,8,equal_rank_hybrid,0.20014094432699084,0.7419509682866798
expt_gap,chalcogenide,8,equal_rank_hybrid,0.30021141649048627,0.7796295039996257
expt_gap,chalcogenide,8,equal_rank_hybrid,0.4002818886539817,0.8113625087001444
expt_gap,chalcogenide,8,equal_rank_hybrid,0.5003523608174771,0.8360327374882122
expt_gap,chalcogenide,8,equal_rank_hybrid,0.6004228329809725,0.8507869066209744
expt_gap,chalcogenide,8,equal_rank_hybrid,0.700493305144468,0.8636821854035476
expt_gap,chalcogenide,8,equal_rank_hybrid,0.8005637773079634,0.8522024893641744
expt_gap,chalcogenide,8,equal_rank_hybrid,0.9006342494714588,0.8182995154949559
expt_gap,chalcogenide,8,equal_rank_hybrid,1.0,0.8193080968646661
expt_gap,chalcogenide,9,ensemble_std,0.10007047216349542,0.9684337929754123
expt_gap,chalcogenide,9,ensemble_std,0.20014094432699084,0.9663649521977679
expt_gap,chalcogenide,9,ensemble_std,0.30021141649048627,0.9803485723694426
expt_gap,chalcogenide,9,ensemble_std,0.4002818886539817,1.038322941582571
expt_gap,chalcogenide,9,ensemble_std,0.5003523608174771,0.989693333619085
expt_gap,chalcogenide,9,ensemble_std,0.6004228329809725,0.9375903176416495
expt_gap,chalcogenide,9,ensemble_std,0.700493305144468,0.8977378599698477
expt_gap,chalcogenide,9,ensemble_std,0.8005637773079634,0.8668249112030718
expt_gap,chalcogenide,9,ensemble_std,0.9006342494714588,0.85437074702631
expt_gap,chalcogenide,9,ensemble_std,1.0,0.8276460166174396
expt_gap,chalcogenide,9,descriptor_distance,0.10007047216349542,0.6964906278817528
expt_gap,chalcogenide,9,descriptor_distance,0.20014094432699084,0.7161373409096529
expt_gap,chalcogenide,9,descriptor_distance,0.30021141649048627,0.8127727079551905
expt_gap,chalcogenide,9,descriptor_distance,0.4002818886539817,0.8446501700128903
expt_gap,chalcogenide,9,descriptor_distance,0.5003523608174771,0.8491670419411984
expt_gap,chalcogenide,9,descriptor_distance,0.6004228329809725,0.8484935401560291
expt_gap,chalcogenide,9,descriptor_distance,0.700493305144468,0.8405008322101589
expt_gap,chalcogenide,9,descriptor_distance,0.8005637773079634,0.8455386786221276
expt_gap,chalcogenide,9,descriptor_distance,0.9006342494714588,0.8396825323360706
expt_gap,chalcogenide,9,descriptor_distance,1.0,0.8276460166174384
expt_gap,chalcogenide,9,equal_rank_hybrid,0.10007047216349542,0.7095077895976775
expt_gap,chalcogenide,9,equal_rank_hybrid,0.20014094432699084,0.8651426056060768
expt_gap,chalcogenide,9,equal_rank_hybrid,0.30021141649048627,0.8915058169749848
expt_gap,chalcogenide,9,equal_rank_hybrid,0.4002818886539817,0.9061079901702388
expt_gap,chalcogenide,9,equal_rank_hybrid,0.5003523608174771,0.9063432400947539
expt_gap,chalcogenide,9,equal_rank_hybrid,0.6004228329809725,0.9198840382345584
expt_gap,chalcogenide,9,equal_rank_hybrid,0.700493305144468,0.9055792273707741
expt_gap,chalcogenide,9,equal_rank_hybrid,0.8005637773079634,0.8718067299491119
expt_gap,chalcogenide,9,equal_rank_hybrid,0.9006342494714588,0.8441386377592932
expt_gap,chalcogenide,9,equal_rank_hybrid,1.0,0.8276460166174389
expt_gap,other,0,ensemble_std,0.10057471264367816,0.17332371598565124
expt_gap,other,0,ensemble_std,0.20043103448275862,0.36657815216158307
expt_gap,other,0,ensemble_std,0.30028735632183906,0.44507965623615814
expt_gap,other,0,ensemble_std,0.40014367816091956,0.47647830091991833
expt_gap,other,0,ensemble_std,0.5,0.555309089442795
expt_gap,other,0,ensemble_std,0.6005747126436781,0.6192525727259434
expt_gap,other,0,ensemble_std,0.7004310344827587,0.6979253080009382
expt_gap,other,0,ensemble_std,0.8002873563218391,0.7387310999908921
expt_gap,other,0,ensemble_std,0.9001436781609196,0.7681814615445473
expt_gap,other,0,ensemble_std,1.0,0.8539540935423042
expt_gap,other,0,descriptor_distance,0.10057471264367816,0.8720101339233683
expt_gap,other,0,descriptor_distance,0.20043103448275862,0.8519781092477569
expt_gap,other,0,descriptor_distance,0.30028735632183906,0.8511828901419062
expt_gap,other,0,descriptor_distance,0.40014367816091956,0.8443826914066884
expt_gap,other,0,descriptor_distance,0.5,0.8553833138569806
expt_gap,other,0,descriptor_distance,0.6005747126436781,0.863076007646535
expt_gap,other,0,descriptor_distance,0.7004310344827587,0.8628351422180036
expt_gap,other,0,descriptor_distance,0.8002873563218391,0.8667315269752943
expt_gap,other,0,descriptor_distance,0.9001436781609196,0.8693723327308108
expt_gap,other,0,descriptor_distance,1.0,0.853954093542304
expt_gap,other,0,equal_rank_hybrid,0.10057471264367816,0.19082243420889622
expt_gap,other,0,equal_rank_hybrid,0.20043103448275862,0.3780968579001645
expt_gap,other,0,equal_rank_hybrid,0.30028735632183906,0.44869427183205246
expt_gap,other,0,equal_rank_hybrid,0.40014367816091956,0.5258216170428791
expt_gap,other,0,equal_rank_hybrid,0.5,0.5803608432607965
expt_gap,other,0,equal_rank_hybrid,0.6005747126436781,0.6376871091689494
expt_gap,other,0,equal_rank_hybrid,0.7004310344827587,0.6964203955219638
expt_gap,other,0,equal_rank_hybrid,0.8002873563218391,0.7453880439979436
expt_gap,other,0,equal_rank_hybrid,0.9001436781609196,0.7734727154154047
expt_gap,other,0,equal_rank_hybrid,1.0,0.8539540935423036
expt_gap,other,1,ensemble_std,0.10057471264367816,0.3219063847217815
expt_gap,other,1,ensemble_std,0.20043103448275862,0.5307632381226726
expt_gap,other,1,ensemble_std,0.30028735632183906,0.5573618493651693
expt_gap,other,1,ensemble_std,0.40014367816091956,0.5979013804551424
expt_gap,other,1,ensemble_std,0.5,0.6220074898160831
expt_gap,other,1,ensemble_std,0.6005747126436781,0.6607480383637883
expt_gap,other,1,ensemble_std,0.7004310344827587,0.7454380353039911
expt_gap,other,1,ensemble_std,0.8002873563218391,0.7866486384304568
expt_gap,other,1,ensemble_std,0.9001436781609196,0.8291277083579429
expt_gap,other,1,ensemble_std,1.0,0.9191730447780251
expt_gap,other,1,descriptor_distance,0.10057471264367816,0.9293928037079487
expt_gap,other,1,descriptor_distance,0.20043103448275862,0.9282038386233098
expt_gap,other,1,descriptor_distance,0.30028735632183906,0.9470236944260036
expt_gap,other,1,descriptor_distance,0.40014367816091956,0.9460088438207005
expt_gap,other,1,descriptor_distance,0.5,0.9454024898200292
