task,shift_type,holdout,repeat,policy,epsilon,retained_mae,mae_ci_low,mae_ci_high,violation_ci_low,violation_ci_high,n_retained,n_groups_retained
expt_gap,cluster,C0,9,descriptor_distance,0.5,2.220720337322016,2.1391883459876406,2.2944016620197063,1.6391883459876406,1.7944016620197063,1145,1145
expt_gap,cluster,C0,9,quantile_width,0.5,0.75,0.4820079787234042,1.0993218085106384,-0.017992021276595827,0.5993218085106384,94,94
expt_gap,cluster,C0,9,rf_distance_hybrid,0.5,2.218155569783807,2.1393164913859315,2.314245533003262,1.6393164913859315,1.814245533003262,1151,1151
expt_gap,cluster,C0,9,rf_ensemble_std,0.5,2.2212221292845005,2.1311087950883847,2.301120536385248,1.6311087950883847,1.8011205363852478,1153,1153
expt_gap,cluster,C1,0,quantile_width,0.5,1.3440282685512368,1.2722778761061946,1.4253368241658588,0.7722778761061946,0.9253368241658588,566,564
expt_gap,cluster,C1,0,rf_distance_hybrid,0.5,0.6840313093158704,0.5141977751540285,0.8669607418350005,0.014197775154028536,0.3669607418350005,36,35
expt_gap,cluster,C1,0,rf_ensemble_std,0.5,0.7682463846837477,0.7107424223638427,0.8144830517588227,0.21074242236384266,0.31448305175882274,566,564
expt_gap,cluster,C1,1,quantile_width,0.5,1.3440282685512368,1.2760727977377537,1.416222178617218,0.7760727977377537,0.916222178617218,566,564
expt_gap,cluster,C1,1,rf_distance_hybrid,0.5,0.8066543386211011,0.666138764072386,0.9684166460152696,0.16613876407238604,0.46841664601526956,80,80
expt_gap,cluster,C1,1,rf_ensemble_std,0.5,0.7676132249436597,0.7228202719119038,0.8234639455636961,0.2228202719119038,0.32346394556369606,567,565
expt_gap,cluster,C1,2,descriptor_distance,0.5,0.7361939940986139,0.6382642494201278,0.8342852507759583,0.13826424942012783,0.3342852507759583,160,158
expt_gap,cluster,C1,2,quantile_width,0.5,1.3440282685512368,1.2777388216115513,1.4197826855123676,0.7777388216115513,0.9197826855123676,566,564
expt_gap,cluster,C1,2,rf_distance_hybrid,0.5,0.7715603074857691,0.725730625657852,0.8396513549791542,0.22573062565785196,0.3396513549791542,567,565
expt_gap,cluster,C1,2,rf_ensemble_std,0.5,0.7715603074857691,0.7114401807093237,0.8189118063265481,0.2114401807093237,0.31891180632654814,567,565
expt_gap,cluster,C1,3,quantile_width,0.5,1.342322695035461,1.2765706039076377,1.4188867376527519,0.7765706039076377,0.9188867376527519,564,562
expt_gap,cluster,C1,3,rf_distance_hybrid,0.5,0.6171928085618086,0.35407619277952684,1.0313753949404763,-0.14592380722047316,0.5313753949404763,9,8
