task,shift_type,holdout,repeat,policy,epsilon,n_train,n_calibration,n_ood,policy_constructed,calibration_coverage,calibration_ucb95,ood_coverage,ood_retained_mae,risk_violation,ood_spearman,shift_median_distance,threshold
expt_gap,element,S,2,descriptor_distance,0.5,3162,790,652,True,0.23924050632911392,0.4828554719799286,0.046012269938650305,0.6425871613062862,0.14258716130628624,0.021705883725142865,3.3673176552317736,1.7886021842102335
expt_gap,element,S,2,rf_distance_hybrid,0.5,3162,790,652,True,0.979746835443038,0.4871916530402632,1.0,1.3436046744960721,0.8436046744960721,0.026517011172514333,3.3673176552317736,0.8746835443037975
expt_gap,element,Te,0,rf_ensemble_std,0.5,3348,838,418,True,0.9391408114558473,0.4869197362071928,0.9736842105263158,0.6955640144184807,0.1955640144184807,0.03868626753562038,2.801611106376662,0.6610638713886801
expt_gap,element,Te,0,quantile_width,0.5,3348,838,418,True,0.6599045346062052,0.4735443970910227,0.8636363636363636,0.8741828254847647,0.37418282548476467,0.5080435458936129,2.801611106376662,2.4000117381871524
expt_gap,element,Te,0,descriptor_distance,0.5,3348,838,418,False,0.0,,0.0,,,0.020502604645503422,2.801611106376662,
expt_gap,element,Te,0,rf_distance_hybrid,0.5,3348,838,418,True,0.9200477326968973,0.49914069056165855,0.9832535885167464,0.6984397331888548,0.19843973318885477,0.053447000689029224,2.801611106376662,0.7488066825775657
expt_gap,element,Te,1,rf_ensemble_std,0.5,3349,837,418,True,0.9390681003584229,0.4915852754053488,0.9641148325358851,0.7200066266932774,0.22000662669327742,0.20356890929326762,2.790046095610034,0.653583304581427
expt_gap,element,Te,1,quantile_width,0.5,3349,837,418,True,0.6798088410991637,0.4947732864674867,0.854066985645933,0.8710364145658265,0.3710364145658265,0.4689307834279098,2.790046095610034,2.4366619763612887
expt_gap,element,Te,1,descriptor_distance,0.5,3349,837,418,False,0.0,,0.0,,,-0.011605912754584531,2.790046095610034,
expt_gap,element,Te,1,rf_distance_hybrid,0.5,3349,837,418,True,0.899641577060932,0.4882450640053163,0.9688995215311005,0.696264209665318,0.196264209665318,0.17428184659905696,2.790046095610034,0.7317801672640383
